"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"
"2:38:01::"	"he"	"a"	","	"tentative"	",_he"	"he_a"	"a_tentative"	"mind_,_he"	",_he_a"	"he_a_tentative"	"a_tentative_identification"	"NN"	"ε"	"PRP"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"chew_over"	"it"	"over"	"with"	"his"	"colleague"	"in"	"his"	"own"	"mind"	"he"	"reach"	"a"	"tentative"	"identification"	"of"	"the"	"question"	"tentative"	"because"	"it"	"may"	"change"	"as"	"he"	"explore"	"it"	"further"	"and"	"because"	"if"	"no"	"tolerable"	"answer"	"can"	"be"	"find"	"it"	"may"	"have"	"to"	"be"	"change"	"into"	"one"	"which"	"can"	"be"	"answer"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"the"	"time"	"district"	"time_to"	"to_the"	"the_district"	"ample_time_to"	"time_to_the"	"to_the_district"	"the_district_director"	"JJ"	"NN"	"TO"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"if"	"you"	"mail"	"a"	"return"	"or"	"tax"	"payment"	"you"	"place"	"it"	"in"	"the"	"mail"	"in"	"ample"	"time"	"to"	"reach"	"the"	"district"	"director"	"on"	"or"	"before"	"the"	"due_date"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"∅"	"the"	"∅"	"porch"	"∅_∅"	"∅_the"	"the_porch"	"∅_∅_∅"	"∅_∅_the"	"∅_the_porch"	"the_porch_rail"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"porch"	"rail"	"beyond"	"view"	"of"	"the"	"bar"	"window"	"he"	"feverishly"	"scan"	"the"	"busy"	"street"	"below"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"they"	"the"	","	"top"	",_they"	"they_the"	"the_top"	"steadily_,_they"	",_they_the"	"they_the_top"	"the_top_and"	"RB"	"ε"	"PRP"	"VB"	"DT"	"NN"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"climb"	"the"	"steadily"	"they"	"reach"	"the"	"top"	"and"	"head"	"for"	"the"	"door"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"they"	"their"	"till"	"horse"	"till_they"	"they_their"	"their_horse"	"speak_till_they"	"till_they_their"	"they_their_horse"	"their_horse_."	"VB"	"IN"	"PRP"	"VB"	"PRP$"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"neither"	"till"	"they"	"reach"	"their"	"horse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"-"	"location"	"brand"	"before"	"brand_-"	"-_location"	"location_before"	"its_brand_-"	"brand_-_location"	"-_location_before"	"location_before_sundown"	"PRP$"	"NN"	"ε"	"VB"	"NNP"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"person"	"outfit"	"known"	"as"	"the"	"because"	"of"	"its"	"brand"	"reach"	"location"	"before"	"sundown"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"she"	"the"	"as"	"kitchen"	"as_she"	"she_the"	"the_kitchen"	"∅_as_she"	"as_she_the"	"she_the_kitchen"	"the_kitchen_door"	"ε"	"IN"	"PRP"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"reach"	"the"	"kitchen"	"door"	"the"	"answer"	"present"	"itself"	"if"	"she"	"tell"	"anyone"	"of"	"the"	"opium"	"it"	"must"	"be"	"person"	"her"	"husband"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"for"	"international"	"means"	"agreement"	"means_for"	"for_international"	"international_agreement"	"devise_means_for"	"means_for_international"	"for_international_agreement"	"international_agreement_on"	"VB"	"NN"	"IN"	"VB"	"JJ"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"march"	"representative"	"of"	"the"	"national"	"laboratory"	"of"	"australia"	"canada"	"the_netherlands"	"united_kingdom"	"location"	"united_states"	"and"	"location"	"meet"	"the"	"group"	"to"	"devise"	"means"	"for"	"reach"	"international"	"agreement"	"on"	"a"	"temperature"	"scale"	"between"	"and"	"f"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"person"	"matter"	"'s"	"matter_to"	"to_person"	"person_'s"	"simple_matter_to"	"matter_to_person"	"to_person_'s"	"person_'s_house"	"JJ"	"NN"	"VB"	"VB"	"NNP"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"from"	"the"	"back"	"of"	"the"	"it"	"be"	"a"	"simple"	"matter"	"to"	"reach"	"person"	"house"	"without"	"use"	"the"	"street"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"the"	"car"	"sidewalk"	"car_to"	"to_the"	"the_sidewalk"	"parked_car_to"	"car_to_the"	"to_the_sidewalk"	"the_sidewalk_."	"JJ"	"NN"	"TO"	"VB"	"DT"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"cross"	"the"	"narrow"	"street"	"between"	"parked"	"car"	"to"	"reach"	"the"	"sidewalk"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:06::"	"gradually"	"again"	"to"	"the"	"to_gradually"	"gradually_again"	"again_the"	"only_to_gradually"	"to_gradually_again"	"gradually_again_the"	"again_the_60"	"RB"	"TO"	"RB"	"VB"	"RB"	"DT"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"let_up"	"on"	"the"	"only"	"to"	"gradually"	"reach"	"again"	"the"	"mph"	"which"	"would"	"i"	"hope"	"overhaul"	"person"	"and"	"the"	"blonde"	"and"	"as"	"there"	"were"	"car"	"whose"	"driver"	"apparently"	"have"	"something"	"more"	"important"	"to"	"catch"	"than"	"had"	"i"	"person"	"settle_down"	"to"	"practice"	"on"	"person"	"the"	"kittenish"	"wile"	"she"	"would"	"need"	"when"	"make"	"her"	"duty"	"call"	"on"	"colonel"	"and"	"mrs"	"somebody"	"in"	"location"	
"2:35:00::"	"was"	"to"	"he"	"release"	"he_was"	"was_to"	"to_release"	",_he_was"	"he_was_to"	"was_to_release"	"to_release_the"	"ε"	"PRP"	"VBD"	"VB"	"TO"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"even"	"as"	"the"	"conviction"	"of"	"truth"	"roar"	"through"	"him"	"his"	"last"	"hope"	"of"	"safety"	"he"	"was"	"reach"	"to"	"release"	"the"	"hand_brake"	"to"	"head"	"up"	"the"	"road"	"for"	"home"	"do"	"her"	"bidding"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"just"	"it"	","	"as"	",_just"	"just_it"	"it_as"	"him_,_just"	",_just_it"	"just_it_as"	"it_as_his"	"PRP"	"ε"	"RB"	"VB"	"PRP"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"with"	"the"	"first"	"report"	"person"	"horse"	"wheel"	"to"	"right"	"and"	"run"	"towards"	"the"	"building"	"while"	"person"	"follow"	"by"	"a"	"hail"	"of"	"bullet"	"towards"	"the"	"arroyo"	"of"	"location"	"immediately"	"in_front_of"	"him"	"just"	"reach"	"it"	"as"	"his"	"horse"	"fall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"had"	"the"	"person"	"house"	"person_had"	"had_the"	"the_house"	"∅_person_had"	"person_had_the"	"had_the_house"	"the_house_as"	"ε"	"NNP"	"VBD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"had"	"reach"	"the"	"house"	"as"	"person"	"surmise"	"dismount"	"but"	"just"	"as"	"the"	"old"	"trapper"	"open"	"the"	"door"	"to"	"receive"	"him"	"he"	"fall"	"into"	"the"	"trapper"	"arm"	"dead"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"word"	"the"	"∅"	"company"	"∅_word"	"word_the"	"the_company"	"∅_∅_word"	"∅_word_the"	"word_the_company"	"the_company_that"	"ε"	"ε"	"NN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"reach"	"the"	"company"	"that"	"the"	"man"	"behind"	"these"	"depredation"	"be"	"person"	"a"	"man"	"with"	"many"	"follower"	"include"	"a"	"number"	"who"	"were"	"keep"	"in"	"line"	"through"	"fear"	"of"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"man"	"their"	"bedraggled"	"friend"	"bedraggled_man"	"man_their"	"their_friend"	"two_bedraggled_man"	"bedraggled_man_their"	"man_their_friend"	"their_friend_'s"	"JJ"	"JJ"	"NN"	"VB"	"PRP$"	"NN"	"POS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"finally"	"two"	"bedraggled"	"man"	"reach"	"their"	"friend"	"home"	"voltaire"	"fear"	"are"	"once_again"	"arouse"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"had"	"the"	"news"	"superintendent"	"news_had"	"had_the"	"the_superintendent"	"the_news_had"	"news_had_the"	"had_the_superintendent"	"the_superintendent_of"	"DT"	"NN"	"VBD"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all"	"these"	"emotion"	"were"	"screw_up"	"to"	"new"	"height"	"when"	"after"	"acceptance"	"and"	"the"	"first"	"rehearsal"	"there"	"ensue"	"a"	"buzz"	"of"	"excitement"	"among"	"parisian"	"music_lover"	"that"	"person"	"had_to"	"come"	"to"	"rousseau"	"to"	"inform"	"him"	"that"	"the"	"news"	"had"	"reach"	"the"	"superintendent"	"of"	"the"	"king"	"amusement"	"and"	"that"	"he"	"was"	"now"	"demand"	"that"	"the"	"work"	"be"	"offer"	"first"	"at"	"the"	"royal"	"summer"	"palace"	"of"	"location"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"to"	"this"	"film"	"country"	"film_to"	"to_this"	"this_country"	"russian_film_to"	"film_to_this"	"to_this_country"	"this_country_in"	"JJ"	"NN"	"TO"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"good"	"representation"	"of"	"peasant"	"and"	"people"	"of"	"the"	"court"	"by"	"actor"	"are"	"finely"	"costume"	"and"	"magnificently"	"photograph"	"in"	"this"	"last"	"of"	"the"	"russian"	"film"	"to"	"reach"	"this"	"country"	"in"	"the"	"program"	"of"	"joint"	"cultural"	"exchange"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"quite"	"expectation"	"have"	"."	"have_quite"	"quite_expectation"	"expectation_."	"never_have_quite"	"have_quite_expectation"	"quite_expectation_."	"expectation_._∅"	"RB"	"VBP"	"RB"	"VB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"two"	"top"	"talent"	"of"	"the"	"time"	"person"	"and"	"person"	"have"	"hit"	"the"	"ball"	"hard"	"and"	"more"	"successfully"	"so_far"	"this"	"early"	"season"	"than"	"at"	"any"	"period"	"in"	"career"	"which"	"be"	"frank"	"about"	"it"	"never"	"have"	"quite"	"reach"	"expectation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"probably"	"the"	"pitching"	"most"	"pitching_probably"	"probably_the"	"the_most"	"hitless_pitching_probably"	"pitching_probably_the"	"probably_the_most"	"the_most_heart"	"JJ"	"NN"	"RB"	"VB"	"RB"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"of"	"the"	"two"	"cherished"	"achievement"	"elderly"	"person"	"hitless"	"pitching"	"probably"	"reach"	"the"	"most"	"heart"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"who"	"a"	","	"decade"	",_who"	"who_a"	"a_decade"	"person_,_who"	",_who_a"	"who_a_decade"	"a_decade_in"	"NNP"	"ε"	"WP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"spectacular"	"who"	"reach"	"a"	"decade"	"in"	"the"	"big_league"	"come"	"may"	"join"	"six"	"slugger"	"who"	"wallop"	"four"	"home_run"	"in"	"a"	"span"	"of"	"nine"	"inning"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:00::"	"person"	"the"	"as"	"finale"	"as_person"	"person_the"	"the_finale"	"∅_as_person"	"as_person_the"	"person_the_finale"	"the_finale_of"	"ε"	"IN"	"NNP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"reach"	"the"	"finale"	"of"	"his"	"act"	"a"	"subdued"	"commotion"	"backstage"	"draw"	"his"	"attention"	"to"	"the"	"wing"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:38:01::"	"be"	"by"	"could"	"chance"	"could_be"	"be_by"	"by_chance"	")_could_be"	"could_be_by"	"be_by_chance"	"by_chance_alone"	"ε"	"MD"	"VB"	"VB"	"RB"	"NN"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"be"	"a"	"well-known"	"relationship"	"between"	"probability"	"and"	"entropy"	"which"	"state"	"that"	"f"	"where"	"be"	"the"	"that"	"state"	"i.e."	"volume"	"for"	"an"	"ideal_gas"	"could"	"be"	"reach"	"by"	"chance"	"alone"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:00::"	"could"	"a"	"he"	"visual"	"he_could"	"could_a"	"a_visual"	"so_that_he_could"	"he_could_a"	"could_a_visual"	"a_visual_understanding"	"RB"	"PRP"	"MD"	"VB"	"DT"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"go_into"	"the"	"location"	"want"	"to"	"hebraic"	"face"	"so_that"	"he"	"could"	"reach"	"a"	"visual"	"understanding"	"of"	"how"	"christ"	"might"	"have"	"look"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
