"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"
"2:42:00::"	"to"	"her"	"like"	"looking"	"like_to"	"to_her"	"her_looking"	"do_like_to"	"like_to_her"	"to_her_looking"	"her_looking_nice"	"VBP"	"VB"	"TO"	"VB"	"PRP$"	"JJ"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"be"	"so"	"beautiful"	"and"	"do"	"like"	"to"	"keep"	"her"	"looking"	"nice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"about"	"warm"	";"	","	";_about"	"about_warm"	"warm_,"	"bills_;_about"	";_about_warm"	"about_warm_,"	"warm_,_about"	"NNS"	"ε"	"IN"	"VB"	"JJ"	"ε"	"IN"	"0"	"0"	"0"	"0"	"0"	"something"	"have"	"to"	"be"	"do"	"about"	"the"	"furnace"	"the"	"fuel"	"bills"	"the"	"washing_machine"	"the"	"doctor"	"and"	"dentist"	"bills"	"about"	"make"	"money"	"stretch"	"for"	"food"	"for"	"the"	"mortgage"	"for"	"taxes"	"for"	"shoes"	"for"	"half_soles"	"for"	"overshoes"	"clothes"	"for"	"the"	"new"	"leaks"	"in"	"the"	"roof"	"for"	"gas"	"and"	"light"	"bills"	"keep"	"warm"	"about"	"keep"	"well"	"about"	"meet"	"the"	"minor"	"emergencies"	"that"	"come_up"	"once"	"twice"	"fifty"	"times"	"a"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"about"	"well"	","	","	",_about"	"about_well"	"well_,"	"warm_,_about"	",_about_well"	"about_well_,"	"well_,_about"	"JJ"	"ε"	"IN"	"VB"	"RB"	"ε"	"IN"	"to"	"be"	"do"	"about"	"the"	"furnace"	"the"	"fuel"	"bills"	"the"	"washing_machine"	"the"	"doctor"	"and"	"dentist"	"bills"	"about"	"make"	"money"	"stretch"	"for"	"food"	"for"	"the"	"mortgage"	"for"	"taxes"	"for"	"shoes"	"for"	"half_soles"	"for"	"overshoes"	"for"	"clothes"	"for"	"the"	"new"	"leaks"	"in"	"the"	"roof"	"for"	"gas"	"and"	"light"	"bills"	"about"	"keep"	"warm"	"about"	"keep"	"well"	"meet"	"the"	"minor"	"emergencies"	"that"	"come_up"	"once"	"twice"	"fifty"	"times"	"a"	"day"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"zealously"	"all"	"and"	"the"	"and_zealously"	"zealously_all"	"all_the"	"prayers_and_zealously"	"and_zealously_all"	"zealously_all_the"	"all_the_sacraments"	"NNS"	"CC"	"RB"	"VB"	"PDT"	"DT"	"NNS"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"you"	"may"	"be"	"very"	"religious"	"a"	"good"	"church_member"	"an"	"upright"	"honest"	"and"	"sincere"	"person"	"you"	"may"	"be"	"baptize"	"confirmed"	"reverent"	"worshipful"	"you"	"may"	"attend"	"mass"	"do"	"penance"	"say"	"prayers"	"and"	"zealously"	"keep"	"all"	"the"	"sacraments"	"and"	"ceremonies"	"of"	"the"	"church"	"you"	"may"	"have"	"the"	"final"	"and"	"extreme_unction"	"but"	"if"	"you"	"be_born"	"not"	"be_born"	"again"	"you"	"be"	"lost"	"and"	"head"	"for"	"hell"	"and"	"eternal"	"punishment"	
"2:42:00::"	"of"	"one"	"desirability"	"'s"	"desirability_of"	"of_one"	"one_'s"	"the_desirability_of"	"desirability_of_one"	"of_one_'s"	"one_'s_self"	"DT"	"NN"	"IN"	"VB"	"CD"	"POS"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"after"	"this"	"time"	"inscriptions"	"on"	"the"	"han"	"bronze"	"mirrors"	"as"	"writings"	"emphasize"	"the"	"desirability"	"of"	"keep"	"one"	"self"	"at"	"the"	"center"	"of"	"the"	"universe"	"where"	"cosmic"	"forces"	"be"	"strongest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"east"	"busy"	"the"	"make"	"the_east"	"east_busy"	"busy_make"	"of_the_east"	"the_east_busy"	"east_busy_make"	"busy_make_newer"	"IN"	"DT"	"NNP"	"VB"	"JJ"	"VB"	"JJR"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"leading"	"nations"	"of"	"the"	"and"	"of"	"the"	"east"	"keep"	"busy"	"make"	"newer"	"nuclear_weapons"	"to"	"defend"	"themselves"	"in"	"the"	"event"	"the"	"constantly"	"threatening"	"nuclear"	"war"	"should"	"break_out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"to"	"my"	"take"	"visit"	"take_to"	"to_my"	"my_visit"	"be_take_to"	"take_to_my"	"to_my_visit"	"my_visit_from"	"VB"	"VB"	"VB"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"however"	"such"	"a"	"hotbed"	"of"	"gossip"	"had"	"grow"	"up"	"during"	"trial"	"that"	"every"	"precaution"	"have"	"to"	"be"	"take"	"to"	"keep"	"my"	"visit"	"from"	"being"	"whisper"	"to"	"the"	"world"	"society"	"and"	"even"	"alas"	"to"	"my"	"own"	"mother"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:41:01::"	"and"	"those"	"now"	"two"	"now_and"	"and_those"	"those_two"	"in_now_and"	"now_and_those"	"and_those_two"	"those_two_-"	"IN"	"RB"	"CC"	"VB"	"DT"	"CD"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"no"	"way"	"to"	"him"	"in"	"now"	"and"	"keep"	"those"	"two"	"wister"	"and"	"the"	"one"	"who"	"hire"	"the"	"two"	"of"	"them"	"from"	"find_out"	"about"	"roberts"	"and"	"lam"	"out"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"will"	"the"	"that"	"family"	"that_will"	"will_the"	"the_family"	"task_that_will"	"that_will_the"	"will_the_family"	"the_family_busy"	"NN"	"WDT"	"MD"	"VB"	"DT"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"to"	"break"	"the"	"monotony"	"it"	"may"	"necessary"	"to"	"invent"	"task"	"that"	"will"	"keep"	"the"	"family"	"busy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:40:00::"	"he"	"control"	"but"	"upon"	"but_he"	"he_control"	"control_upon"	",_but_he"	"but_he_control"	"he_control_upon"	"control_upon_his"	"ε"	"CC"	"PRP"	"VB"	"NN"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"a"	"ripple"	"run"	"through"	"the"	"of"	"his"	"jaw"	"but"	"he"	"keep"	"control"	"upon"	"his"	"voice"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"are"	"up"	"cost"	"by"	"cost_are"	"are_up"	"up_by"	"distribution_cost_are"	"cost_are_up"	"are_up_by"	"up_by_competitive"	"NN"	"NN"	"VBP"	"VB"	"JJ"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"some"	"cost"	"are"	"keep"	"up"	"by"	"competitive"	"pressure"	"some"	"by"	"the"	"fact"	"that"	"the"	"customer"	"have"	"come"	"to"	"expect"	"certain"	"nicety"	"and"	"flourish"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"by"	"lighted"	"world"	"the"	"world_by"	"by_lighted"	"lighted_the"	"better_world_by"	"world_by_lighted"	"by_lighted_the"	"lighted_the_beacon"	"JJ"	"NN"	"IN"	"VB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"say"	"beside"	"the"	"protestant"	"philosophy"	"of"	"progress"	"as"	"express"	"in"	"radical"	"or"	"conservative"	"millenarianism"	"should"	"be"	"place"	"the"	"doctrine"	"of"	"the"	"democratic"	"faith"	"which"	"affirm"	"it"	"to"	"be"	"the"	"duty"	"of"	"destiny"	"of"	"the"	"united_states"	"to"	"assist"	"in"	"the"	"creation"	"of"	"a"	"better"	"world"	"by"	"keep"	"lighted"	"the"	"beacon"	"of"	"democracy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"∅"	"the"	"∅"	"retirement"	"∅_∅"	"∅_the"	"the_retirement"	"∅_∅_∅"	"∅_∅_the"	"∅_the_retirement"	"the_retirement_age"	"ε"	"ε"	"ε"	"VB"	"DT"	"NN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"retirement"	"age"	"flexible"	"so"	"skilled"	"craftsman"	"such_as"	"tool"	"and"	"die"	"maker"	"can"	"be"	"keep"	"on_the_job"	"for"	"the"	"convenience"	"of"	"the"	"company"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"be"	"on_the_job"	"can"	"for"	"can_be"	"be_on_the_job"	"on_the_job_for"	"maker_can_be"	"can_be_on_the_job"	"be_on_the_job_for"	"on_the_job_for_the"	"NN"	"MD"	"VB"	"VB"	"JJ"	"IN"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"keep"	"the"	"retirement"	"age"	"flexible"	"so"	"skilled"	"such_as"	"tool"	"and"	"die"	"maker"	"can"	"be"	"keep"	"on_the_job"	"for"	"the"	"convenience"	"of"	"the"	"company"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"person"	"his"	"∅"	"smile"	"∅_person"	"person_his"	"his_smile"	"∅_∅_person"	"∅_person_his"	"person_his_smile"	"his_smile_fixed"	"ε"	"ε"	"NNP"	"VB"	"PRP$"	"NN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"keep"	"his"	"smile"	"fixed"	"but"	"some"	"small"	"inner"	"disturbance"	"was"	"work_on"	"him"	"as"	"he"	"think"	"again"	"about"	"person"	"who"	"be"	"eight"	"or"	"ten"	"year"	"old"	"than"	"the"	"girl"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:07::"	"he"	"tell"	"∅"	"himself"	"∅_he"	"he_tell"	"tell_himself"	"∅_∅_he"	"∅_he_tell"	"he_tell_himself"	"tell_himself_this"	"ε"	"ε"	"PRP"	"VB"	"VB"	"PRP"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"keep"	"tell"	"himself"	"this"	"as"	"he"	"go_out"	"to"	"the"	"kitchen"	"to"	"make"	"a"	"drink"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"being"	"in"	"prisoner"	"irons"	"prisoner_being"	"being_in"	"in_irons"	"the_prisoner_being"	"prisoner_being_in"	"being_in_irons"	"in_irons_,"	"DT"	"NN"	"VBG"	"VB"	"VB"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"potential"	"follower"	"be"	"openly"	"sullen"	"and"	"morose"	"miss"	"muster"	"without"	"excuse"	"in"	"ominous"	"tone"	"their"	"displeasure"	"at"	"the"	"prisoner"	"being"	"keep"	"in"	"irons"	"communicate"	"with"	"the"	"three"	"by"	"glance"	"and"	"signal"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:32:00::"	"who"	"note"	"supervisor"	"and"	"supervisor_who"	"who_note"	"note_and"	",_supervisor_who"	"supervisor_who_note"	"who_note_and"	"note_and_then"	"ε"	"NN"	"WP"	"VB"	"NN"	"RB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"he"	"play"	"a"	"number"	"of"	"situation"	"before"	"observer"	"supervisor"	"who"	"keep"	"note"	"and"	"then"	"explain"	"to"	"him"	"in_detail"	"what"	"he"	"do"	"they"	"think"	"be"	"wrong"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:34:00::"	"have"	"the"	"they"	"faith"	"they_have"	"have_the"	"the_faith"	"because_they_have"	"they_have_the"	"have_the_faith"	"the_faith_of"	"IN"	"PRP"	"VBP"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"because"	"have"	"keep"	"the"	"faith"	"of"	"their"	"medieval"	"father"	"english"	"catholic"	"have"	"always"	"strongly"	"resent"	"the"	"charge"	"of"	"be"	"english"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"were"	"in"	"who"	"line"	"who_were"	"were_in"	"in_line"	"number_who_were"	"who_were_in"	"were_in_line"	"in_line_through"	"NN"	"WP"	"VBD"	"VB"	"VB"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"word"	"reach"	"the"	"company"	"that"	"the"	"man"	"behind"	"these"	"depredation"	"be"	"a"	"man"	"with"	"many"	"follower"	"include"	"a"	"number"	"who"	"were"	"keep"	"in"	"line"	"through"	"fear"	"of"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	","	"his"	"item"	"eye"	"item_,"	",_his"	"his_eye"	"digestible_item_,"	"item_,_his"	",_his_eye"	"his_eye_on"	"JJ"	"NN"	"ε"	"VB"	"PRP$"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"morning"	"hawk"	"hungry"	"for"	"any"	"killable"	"digestible"	"item"	"keep"	"his"	"eye"	"on"	"the"	"ring"	"of"	"anchor"	"ship"	"that"	"lie"	"off"	"the"	"shore"	"in"	"the"	"bay"	"sheltered"	"by"	"the"	"new_jersey"	"inlet"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"65"	"in"	"to"	"the"	"to_65"	"65_in"	"in_the"	"81_to_65"	"to_65_in"	"65_in_the"	"in_the_group"	"CD"	"TO"	"CD"	"VB"	"VB"	"DT"	"NNP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"an"	"adverse"	"vote"	"to"	"keep"	"in"	"the"	"group"	"a"	"bill"	"which"	"would"	"order"	"the"	"referendum"	"on"	"the"	"april"	"ballot"	"when"	"texas"	"vote"	"on"	"a"	"u.s."	"senator"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"to"	"it"	"point"	"afloat"	"point_to"	"to_it"	"it_afloat"	"byronic_point_to"	"point_to_it"	"to_it_afloat"	"it_afloat_."	"NN"	"NN"	"VB"	"VB"	"PRP"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"concert"	"open"	"with"	"another"	"big"	"romantic"	"score"	"person"	"overture_to_manfred"	"which"	"suffer"	"this"	"time"	"with"	"orchestral"	"thrust"	"to"	"the"	"byronic"	"point"	"to"	"keep"	"it"	"afloat"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:00::"	"of"	"the"	"task"	"surface"	"task_of"	"of_the"	"the_surface"	"the_task_of"	"task_of_the"	"of_the_surface"	"the_surface_at"	"DT"	"NN"	"IN"	"VB"	"DT"	"NN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"through"	"and"	"as"	"the"	"cubist"	"facet_plane"	"tendency"	"to"	"adhere"	"to"	"the"	"literal"	"surface"	"hard"	"and"	"hard"	"to"	"deny"	"the"	"task"	"of"	"keep"	"the"	"surface"	"at"	"arm's_length"	"fall"	"all"	"the"	"more"	"to"	"eye-undeceiving"	"contrivance"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"2:42:07::"	"she"	"look"	"but"	"at"	"but_she"	"she_look"	"look_at"	"it_but_she"	"but_she_look"	"she_look_at"	"look_at_the"	"VB"	"CC"	"PRP"	"VB"	"VB"	"VB"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"did"	"n't"	"want"	"to"	"touch"	"him"	"i"	"hope"	"ma"	"would"	"do"	"it"	"but"	"she"	"keep"	"look"	"at"	"the"	"kid"	"clothes"	"pile"	"on"	"the"	"floor"	"and"	"the"	"pool"	"of"	"water"	"by"	"them"	"and"	"did"	"n't"	"make"	"any"	"move"	"to"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
