"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"
"4:02:00::"	"was"	"talk"	"she"	","	"she_was"	"was_talk"	"talk_,"	"while_she_was"	"she_was_talk"	"was_talk_,"	"talk_,_``"	"IN"	"PRP"	"VBD"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"position"	"time"	"person"	"say"	"and"	"she"	"even"	"keep_on"	"wiggle"	"little"	"bit"	"while"	"she"	"was"	"just"	"talk"	"you"	"going_to"	"tell"	"me"	"what"	"i"	"be"	"and"	"what"	"i'm"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"night"	"too"	"that"	"impossible"	"that_night"	"night_too"	"too_impossible"	"radish_that_night"	"that_night_too"	"night_too_impossible"	"too_impossible_a"	"NN"	"IN"	"NN"	"RB"	"RB"	"JJ"	"DT"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"then"	"my"	"mother"	"blush"	"at"	"this"	"small"	"lie"	"for"	"she"	"know"	"and"	"we"	"that"	"it"	"be"	"cowardice"	"that"	"had"	"make"	"one"	"more"	"radish"	"that"	"night"	"just"	"too"	"impossible"	"a"	"strain"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:05::"	"∅"	"as"	"∅"	"exciting"	"∅_∅"	"∅_as"	"as_exciting"	"∅_∅_∅"	"∅_∅_as"	"∅_as_exciting"	"as_exciting_but"	"ε"	"ε"	"ε"	"RB"	"RB"	"JJ"	"CC"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"as"	"exciting"	"but"	"in"	"a"	"more"	"technically"	"proficient"	"way"	"be"	"person"	"whose"	"complete"	"control"	"of"	"her"	"every"	"movement"	"be"	"lovely"	"to"	"watch"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:05::"	"and"	"as"	"spider"	"destructive"	"spider_and"	"and_as"	"as_destructive"	"female_spider_and"	"spider_and_as"	"and_as_destructive"	"as_destructive_,"	"JJ"	"NN"	"CC"	"RB"	"RB"	"JJ"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"also"	"fine"	"be"	"person"	"as"	"a"	"mother"	"more"	"and"	"belligerent"	"than"	"a"	"female"	"spider"	"and"	"just"	"as"	"destructive"	"person"	"as"	"her"	"scratchy"	"spouse"	"and"	"person"	"as"	"a"	"vegetable"	"in"	"human"	"form"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"with"	"a_bit"	"but"	"too"	"but_with"	"with_a_bit"	"a_bit_too"	",_but_with"	"but_with_a_bit"	"with_a_bit_too"	"a_bit_too_much"	"ε"	"CC"	"IN"	"RB"	"RB"	"RB"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"has"	"direct"	"a"	"difficult"	"play"	"usually"	"well"	"but"	"with"	"just"	"a_bit"	"too"	"much"	"physical"	"movement"	"in"	"the"	"first"	"act"	"for"	"my"	"taste"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"to"	"and"	"prove"	"and_not"	"not_to"	"to_prove"	"-_and_not"	"and_not_to"	"not_to_prove"	"to_prove_my"	"ε"	"CC"	"RB"	"RB"	"TO"	"VB"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"instead"	"not"	"just"	"to"	"prove"	"my"	"objectivity"	"i"	"hasten"	"to"	"report"	"that"	"it"	"a"	"highly"	"amusing"	"film"	"which"	"probably"	"do"	"a"	"fairly"	"accurate"	"job"	"of"	"report"	"on"	"the"	"easter"	"vacation"	"shenanigan"	"of"	"collegian"	"down"	"in"	"location"	"and"	"that"	"it"	"seem"	"to"	"come_to_grips"	"quite"	"honestly"	"with"	"the"	"moral"	"problem"	"that"	"most"	"commonly"	"vex"	"youngster"	"in"	"this"	"age_group"	"that_is_to_say"	"sex"	
"4:02:00::"	","	"to"	"despoiler"	"emphasize"	"despoiler_,"	",_to"	"to_emphasize"	"of_despoiler_,"	"despoiler_,_to"	",_to_emphasize"	"to_emphasize_that"	"IN"	"NN"	"ε"	"RB"	"TO"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"only"	"performance"	"which"	"be"	"too"	"soft"	"for"	"me"	"be"	"that"	"of"	"but"	"since"	"someone"	"had"	"to"	"become"	"the"	"victim"	"of"	"despoiler"	"just"	"to"	"emphasize"	"that"	"such"	"thing"	"do"	"happen"	"at"	"these"	"fracas"	"i"	"suppose"	"this"	"be"	"the"	"attitude"	"the"	"part"	"call_for"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"1"	"four"	"may"	"time"	"may_1"	"1_four"	"four_time"	"on_may_1"	"may_1_four"	"1_four_time"	"four_time_."	"IN"	"NN"	"CD"	"RB"	"JJ"	"NN"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"since"	"the"	"st._louis"	"club"	"has"	"be"	"on"	"may"	"just"	"four"	"time"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	","	"as_long_as"	"handle"	"their"	"handle_,"	",_as_long_as"	"as_long_as_their"	"'re_handle_,"	"handle_,_as_long_as"	",_as_long_as_their"	"as_long_as_their_name"	"VBP"	"VB"	"ε"	"RB"	"RB"	"PRP$"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"yes"	"we"	"know"	"they"	"professional"	"man"	"paid"	"to"	"play"	"and"	"they"	"n't"	"care"	"how"	"they"	"handle"	"just"	"as_long_as"	"their"	"name"	"are"	"spell"	"correctly"	"on"	"the"	"first"	"and"	"fifteenth"	"of"	"each_month"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:03::"	"person"	"might"	","	"break"	",_person"	"person_might"	"might_break"	"location_,_person"	",_person_might"	"person_might_break"	"might_break_the"	"NNP"	"ε"	"NNP"	"RB"	"MD"	"VB"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"opinion"	"continue"	"here"	"that"	"with"	"a"	"game"	"schedule"	"pitching"	"spread"	"thin"	"through"	"a"	"team"	"and"	"a"	"most"	"inviting"	"target"	"in"	"los_angeles"	"location"	"person"	"just"	"might"	"break"	"the"	"most"	"glamorous"	"record"	"on"	"the"	"book"	"person"	"homer"	"of"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"which"	"elude"	","	"the"	",_which"	"which_elude"	"elude_the"	"line_double_,_which"	",_which_elude"	"which_elude_the"	"elude_the_dive"	"NN"	"ε"	"WDT"	"RB"	"VB"	"DT"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"line_double"	"just"	"elude"	"the"	"dive"	"person"	"in"	"leftfield"	"drive_in"	"person"	"with"	"the"	"winning"	"run"	"with"	"two"	"out"	"in"	"the"	"last"	"of"	"the"	"ninth"	"to"	"give"	"the"	"group"	"a"	"victory"	"over"	"the"	"group"	"monday"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"∅"	"when"	"∅"	"it"	"∅_∅"	"∅_when"	"when_it"	"∅_∅_∅"	"∅_∅_when"	"∅_when_it"	"when_it_seem"	"ε"	"ε"	"ε"	"RB"	"WRB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"it"	"seem"	"baseball"	"might"	"be"	"lose"	"its"	"grip"	"on"	"the"	"masses"	"pop_up"	"pop"	"heroics"	"to"	"start"	"millions"	"of"	"tongue"	"to"	"wag"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"i"	"happen"	"but"	"to"	"but_i"	"i_happen"	"happen_to"	"``_but_i"	"but_i_happen"	"i_happen_to"	"happen_to_think"	"ε"	"CC"	"PRP"	"RB"	"VB"	"VB"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"know"	"it"	"all_along"	"confess"	"person"	"with"	"grin"	"but"	"i"	"just"	"happen"	"to"	"think"	"how"	"much"	"nice"	"it"	"would"	"be"	"to"	"drop"	"one"	"way"	"up"	"there"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"∅"	"put"	"∅"	"yourself"	"∅_∅"	"∅_put"	"put_yourself"	"∅_∅_∅"	"∅_∅_put"	"∅_put_yourself"	"put_yourself_in"	"ε"	"ε"	"ε"	"RB"	"VB"	"PRP"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"put"	"yourself"	"in"	"person"	"place"	"for"	"a"	"moment"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"``"	"barely"	"∅"	"''"	"∅_``"	"``_barely"	"barely_''"	"∅_∅_``"	"∅_``_barely"	"``_barely_''"	"barely_''_,"	"ε"	"ε"	"ε"	"RB"	"RB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"barely"	"he"	"say"	"and"	"repeat"	"his"	"paraphrase"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:05::"	","	"as"	"illusion"	"they"	"illusion_,"	",_as"	"as_they"	")_illusion_,"	"illusion_,_as"	",_as_they"	"as_they_dismiss"	"ε"	"NN"	"ε"	"RB"	"RB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"most"	"psychiatrist"	"dismiss"	"these"	"instance"	"of"	"that"	"weird"	"as"	"the"	"deja_vu"	"already"	"see"	"illusion"	"just"	"as"	"they"	"dismiss"	"dream"	"prevision"	"as"	"coincidence"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:05::"	"know"	"why"	"he"	"the"	"he_know"	"know_why"	"why_the"	"that_he_know"	"he_know_why"	"know_why_the"	"why_the_experience"	"IN"	"PRP"	"VB"	"RB"	"WRB"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"when"	"a"	"man"	"recognize"	"a"	"certain"	"experience"	"as"	"the"	"exact"	"pattern"	"of"	"a"	"previous"	"we"	"have"	"an"	"instance"	"of"	"deja_vu"	"except"	"for"	"the"	"fact"	"that"	"he"	"know"	"just"	"why"	"the"	"experience"	"seem"	"familiar"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"have"	"describe"	"we"	"."	"we_have"	"have_describe"	"describe_."	"fashion_we_have"	"we_have_describe"	"have_describe_."	"describe_._∅"	"NN"	"PRP"	"VBP"	"RB"	"VB"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"always"	"though"	"does"	"the"	"development"	"of"	"a"	"bumblebee"	"take_place"	"in"	"the"	"smooth"	"fashion"	"we"	"have"	"just"	"describe"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:05::"	"problem"	"as"	"class"	"in"	"class_problem"	"problem_as"	"as_in"	"of_class_problem"	"class_problem_as"	"problem_as_in"	"as_in_actual"	"IN"	"NN"	"NN"	"RB"	"RB"	"IN"	"JJ"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"consultation"	"with"	"architect"	"client"	"real_estate"	"man"	"fabric"	"house"	"and"	"furniture"	"company"	"essential"	"to"	"the"	"proper"	"development"	"of"	"class"	"problem"	"just"	"as"	"in"	"actual"	"work"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:01::"	"nervous_breakdown"	"as_soon_as"	"a"	"he"	"a_nervous_breakdown"	"nervous_breakdown_as_soon_as"	"as_soon_as_he"	"experience_a_nervous_breakdown"	"a_nervous_breakdown_as_soon_as"	"nervous_breakdown_as_soon_as_he"	"as_soon_as_he_discover"	"VB"	"DT"	"NN"	"RB"	"RB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"her"	"fellow"	"townsman"	"experience"	"a"	"nervous_breakdown"	"just"	"as_soon_as"	"he"	"discover"	"that"	"he"	"had"	"been"	"bilk"	"of"	"his"	"life"	"savings"	"by"	"the"	"limited"	"practitioner"	"who"	"had"	"been"	"treat"	"his"	"wife"	"a"	"woman"	"suffer"	"from"	"an"	"incurable"	"disease"	"multiple_sclerosis"	"and"	"himself"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"than"	"suffering"	"more"	"."	"more_than"	"than_suffering"	"suffering_."	"far_more_than"	"more_than_suffering"	"than_suffering_."	"suffering_._∅"	"RB"	"NN"	"RB"	"RB"	"NN"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"but"	"the"	"machine"	"quack"	"cause"	"far"	"more"	"than"	"just"	"suffering"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:04::"	"see"	"over"	"suddenly"	"their"	"suddenly_see"	"see_over"	"over_their"	"i_suddenly_see"	"suddenly_see_over"	"see_over_their"	"over_their_shoulder"	"PRP"	"RB"	"VB"	"RB"	"IN"	"PRP$"	"NN"	"hotel"	"doorman"	"come"	"thump"	"down"	"the"	"steps"	"carry"	"a"	"sawhorse"	"to"	"be"	"set_up"	"as"	"a"	"barricade"	"in_front_of"	"the"	"haberdashery_store"	"window"	"next"	"to"	"the"	"entranceway"	"and"	"as"	"i"	"watch"	"them"	"in"	"their"	"gaudy"	"red"	"coat"	"that"	"nearly"	"scrape"	"the"	"ground"	"their"	"golden"	"fringed"	"epaulet"	"and"	"spic"	"red"	"visored"	"cap"	"i"	"suddenly"	"see"	"just"	"their"	"shoulder"	"person"	"gracefully"	"make_one's_way"	"her"	"way"	"through"	"the"	"crowd"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:00::"	"not"	"cusp"	"("	"when"	"(_not"	"not_cusp"	"cusp_when"	"location_(_not"	"(_not_cusp"	"not_cusp_when"	"cusp_when_he"	"NNP"	"ε"	"RB"	"RB"	"NN"	"WRB"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"remain"	"in"	"trance"	"there"	"be"	"much"	"to"	"grok"	"loose_end"	"to"	"puzzle_over"	"and"	"fit"	"into"	"his"	"all"	"that"	"he"	"had"	"see"	"and"	"hear"	"and"	"be"	"at"	"the"	"location"	"not"	"just"	"cusp"	"when"	"he"	"and"	"person"	"had"	"come"	"face-to-face"	"alone"	"why"	"person"	"make"	"him"	"warily"	"uneasy"	"how"	"person"	"taste"	"like"	"a"	"water_brother"	"when"	"she"	"be"	"not"	"the"	"smell"	"of"	"goodness"	"he"	"had"	"incompletely"	"grokked"	"in"	"the"	"jumping_up_and_down"	"and"	"wail"	"0"	"0"	"0"	"0"	"0"	
