"SENSE"	"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"A11"	"A12"	"A13"	"A14"	"A15"	"A16"	"A17"	"A18"	"A19"	"A20"	"A21"	"A22"	"A23"	"A24"	"A25"	"A26"	"A27"	"A28"	"A29"	"A30"	"A31"	"A32"	"A33"	"A34"	"A35"	"A36"	"A37"	"A38"	"A39"	"A40"	"A41"	"A42"	"A43"	"A44"	"A45"	"A46"	"A47"	"A48"	"A49"	"A50"	"A51"	"A52"	"A53"	"A54"	"A55"	"A56"	"A57"	"A58"	"A59"	"A60"	"A61"	"A62"	"A63"	"A64"	"A65"	"A66"	"A67"	"A68"	"A69"	"A70"	"A71"	"A72"	"A73"	"A74"	"A75"	"A76"	"A77"	"A78"	"A79"	"A80"	"A81"	"A82"	"A83"	"A84"	"A85"	"A86"	"A87"	"A88"	"A89"	"A90"	"A91"	"A92"	"A93"	"A94"	"A95"	"A96"	"A97"	"A98"	"A99"	"A100"	"A101"	"A102"	"A103"	"A104"	"A105"	"A106"	"A107"	"A108"	"A109"	"A110"	"A111"	"A112"	"A113"	"A114"	"A115"	"A116"	"A117"	"A118"	"A119"	"A120"	"A121"	"A122"	"A123"	"A124"	"A125"	"A126"	"A127"
"4:02:05::"	"be"	"for"	"communication"	"the"	"communication_be"	"be_for"	"for_the"	"verbal_communication_be"	"communication_be_for"	"be_for_the"	"for_the_reason"	"JJ"	"NN"	"VB"	"RB"	"IN"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"my"	"experience"	"a"	"great"	"many_of"	"the"	"more"	"puzzling"	"verbal"	"communication"	"be"	"so"	"for"	"the"	"reason"	"that"	"concrete"	"meaning"	"have"	"not"	"become"	"differentiate"	"from"	"figurative"	"meaning"	"in"	"his"	"subjective"	"experience"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:06::"	"it"	"that"	"time"	"they"	"time_it"	"it_that"	"that_they"	"person_time_it"	"time_it_that"	"it_that_they"	"that_they_ride"	"NNP"	"VB"	"PRP"	"RB"	"RB"	"PRP"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"it"	"so"	"that"	"they"	"ride"	"in"	"an"	"hour"	"after"	"nightfall"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:06::"	","	"no_one"	"coffee"	"would"	"coffee_,"	",_no_one"	"no_one_would"	"the_coffee_,"	"coffee_,_no_one"	",_no_one_would"	"no_one_would_drink"	"DT"	"NN"	"ε"	"RB"	"NN"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"she"	"had"	"swish"	"away"	"she"	"had"	"be"	"gone"	"for"	"a"	"long_time"	"probably"	"when"	"suddenly"	"realize"	"that"	"she"	"ought_to"	"stop"	"her"	"pour_out"	"the"	"coffee"	"so"	"no_one"	"would"	"drink"	"it"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"persist"	"long"	"for"	"in"	"for_persist"	"persist_long"	"long_in"	"reason_for_persist"	"for_persist_long"	"persist_long_in"	"long_in_their"	"NN"	"IN"	"VB"	"RB"	"RB"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"historian"	"have"	"have"	"reason"	"for"	"persist"	"so"	"long"	"in"	"their"	"investigation"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:06::"	"group"	"he"	"the"	"could"	"the_group"	"group_he"	"he_could"	"behind_the_group"	"the_group_he"	"group_he_could"	"he_could_see"	"IN"	"DT"	"NN"	"RB"	"PRP"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"manager"	"behind"	"the"	"group"	"so"	"he"	"could"	"see"	"and"	"count"	"the"	"hand"	"that"	"go_up"	"and"	"the"	"director"	"write"	"the"	"number"	"on"	"the"	"blackboard"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"become"	"habitual"	"which"	"that"	"which_become"	"become_habitual"	"habitual_that"	"pattern_which_become"	"which_become_habitual"	"become_habitual_that"	"habitual_that_we"	"NN"	"WDT"	"VB"	"RB"	"JJ"	"IN"	"PRP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"in"	"life"	"we"	"learn"	"to"	"play"	"our"	"role"	"we"	"freeze"	"into"	"pattern"	"which"	"become"	"so"	"habitual"	"that"	"we"	"be"	"not"	"really"	"aware"	"of"	"what"	"we"	"do"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"be"	"basic"	"which"	"that"	"which_be"	"be_basic"	"basic_that"	"but_which_be"	"which_be_basic"	"be_basic_that"	"basic_that_its"	"CC"	"WDT"	"VB"	"RB"	"JJ"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"model"	"of"	"this"	"paper"	"consider"	"an"	"industry"	"which"	"not"	"characterize"	"by"	"vigorous"	"price_competition"	"but"	"which"	"be"	"so"	"basic"	"that"	"its"	"wage"	"price"	"policy"	"be"	"hold"	"in_check"	"by"	"continuous"	"critical"	"public"	"scrutiny"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"be"	"important"	"model"	"that"	"model_be"	"be_important"	"important_that"	"this_model_be"	"model_be_important"	"be_important_that"	"important_that_its"	"RB"	"NN"	"VB"	"RB"	"JJ"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"industry"	"this"	"model"	"be"	"so"	"important"	"that"	"its"	"wage"	"and"	"price"	"policy"	"are"	"affect"	"with"	"a"	"public"	"interest"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:06::"	"floor"	"access"	"feeding"	"will"	"feeding_floor"	"floor_access"	"access_will"	"the_feeding_floor"	"feeding_floor_access"	"floor_access_will"	"access_will_be"	"DT"	"NN"	"NN"	"RB"	"NN"	"MD"	"VB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"all-weather"	"road"	"must"	"be"	"next"	"to"	"the"	"feeding"	"floor"	"so"	"access"	"will"	"be"	"possible"	"year"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	","	"effective"	"effective"	"that"	"effective_,"	",_effective"	"effective_that"	"be_effective_,"	"effective_,_effective"	",_effective_that"	"effective_that_after"	"VB"	"JJ"	"ε"	"RB"	"JJ"	"IN"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"one"	"thing"	"be"	"certain"	"method"	"be"	"effective"	"so"	"effective"	"that"	"after"	"a"	"time"	"even"	"the"	"warning"	"notice"	"be"	"often"	"unnecessary"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:06::"	"experience"	"that"	"of"	"he"	"of_experience"	"experience_that"	"that_he"	"lots_of_experience"	"of_experience_that"	"experience_that_he"	"that_he_can"	"NN"	"JJ"	"NN"	"RB"	"RB"	"PRP"	"MD"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"speed"	"in"	"paint"	"a"	"picture"	"be"	"valid"	"only"	"when"	"it"	"impart"	"and"	"crispness"	"but"	"unless"	"the"	"artist"	"have"	"lots"	"of"	"experience"	"so"	"that"	"he"	"can"	"control"	"rapid"	"execution"	"he"	"would"	"do_well"	"to"	"take"	"these"	"first"	"sketch"	"and"	"soberly"	"reorder"	"their"	"design"	"to"	"achieve"	"a"	"unified"	"composition"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"something"	"definite"	"with"	","	"with_something"	"something_definite"	"definite_,"	"exclaim_with_something"	"with_something_definite"	"something_definite_,"	"definite_,_so"	"VB"	"IN"	"NN"	"RB"	"JJ"	"ε"	"RB"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"my"	"driver"	"suddenly"	"with"	"something"	"so"	"definite"	"so"	"final"	"in"	"his"	"tone"	"i"	"once_more"	"repeat"	"the"	"absurdity"	"muster"	"all"	"my"	"latent"	"power"	"of"	"hypocrisy"	"to"	"sound"	"convinced"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	","	"final"	"definite"	"in"	"definite_,"	",_final"	"final_in"	"so_definite_,"	"definite_,_final"	",_final_in"	"final_in_his"	"RB"	"JJ"	"ε"	"RB"	"JJ"	"IN"	"PRP$"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"my"	"driver"	"suddenly"	"exclaim"	"with"	"so"	"definite"	"so"	"final"	"in"	"his"	"tone"	"i"	"once_more"	"repeat"	"the"	"absurdity"	"muster"	"all"	"my"	"latent"	"power"	"of"	"hypocrisy"	"to"	"sound"	"convinced"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:07::"	"know"	"many"	"person"	"big"	"person_know"	"know_many"	"many_big"	"think_person_know"	"person_know_many"	"know_many_big"	"many_big_word"	"VB"	"NNP"	"VB"	"RB"	"JJ"	"JJ"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"i"	"did"	"n't"	"person"	"know"	"so"	"many"	"big"	"word"	"person"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"be"	"busy"	"we"	"."	"we_be"	"be_busy"	"busy_."	",_we_be"	"we_be_busy"	"be_busy_."	"busy_._∅"	"ε"	"PRP"	"VB"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"we"	"so"	"busy"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"people"	"well"	"his"	"and"	"his_people"	"people_well"	"well_and"	"serve_his_people"	"his_people_well"	"people_well_and"	"well_and_over"	"VB"	"PRP$"	"NN"	"RB"	"RB"	"CC"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"boyhood"	"represent"	"a"	"minimal"	"chance"	"of"	"attain"	"greatness"	"or"	"serve"	"his"	"people"	"so"	"well"	"and"	"over"	"so"	"long"	"a"	"span"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"over"	"long"	"and"	"a"	"and_over"	"over_long"	"long_a"	"well_and_over"	"and_over_long"	"over_long_a"	"long_a_span"	"RB"	"CC"	"IN"	"RB"	"JJ"	"DT"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"person"	"boyhood"	"represent"	"a"	"minimal"	"chance"	"of"	"either"	"attain"	"or"	"serve"	"his"	"people"	"so"	"well"	"and"	"over"	"so"	"long"	"a"	"span"	"of"	"life"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:06::"	"carefully"	"that"	"choose"	"they"	"choose_carefully"	"carefully_that"	"that_they"	"are_choose_carefully"	"choose_carefully_that"	"carefully_that_they"	"that_they_do"	"VBP"	"VB"	"RB"	"RB"	"RB"	"PRP"	"VBP"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"assumption"	"upon"	"which"	"the"	"example"	"show"	"in"	"figure"	"is"	"base"	"be"	"a"	"one"	"can"	"direct"	"about"	"six"	"subordinate"	"if"	"the"	"subordinate"	"are"	"choose"	"carefully"	"so"	"that"	"they"	"do"	"not"	"need"	"too_much"	"personal"	"coach"	"indoctrinate"	"etc."	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"all"	"inadequate"	"be"	"that"	"be_all"	"all_inadequate"	"inadequate_that"	"receiving_be_all"	"be_all_inadequate"	"all_inadequate_that"	"inadequate_that_network"	"NN"	"VB"	"JJ"	"RB"	"JJ"	"IN"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"not"	"discuss"	"here"	"are"	"some"	"military"	"problem"	"of"	"modern_times"	"such_as"	"undersea"	"warfare"	"the"	"surveillance"	"sending"	"transmitting"	"and"	"receiving"	"be"	"all"	"so"	"inadequate"	"that"	"network"	"and"	"decision_making"	"be"	"not"	"the"	"bottleneck"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"grow"	"vast"	"have"	"."	"have_grow"	"grow_vast"	"vast_."	"aim_have_grow"	"have_grow_vast"	"grow_vast_."	"vast_._∅"	"NN"	"VBP"	"VB"	"RB"	"JJ"	"ε"	"ε"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"there"	"is"	"no"	"apparent"	"reason"	"why"	"we"	"should"	"feel"	"bound"	"by"	"rule"	"and"	"procedure"	"since"	"his"	"predilection"	"and"	"aim"	"have"	"grow"	"so"	"vast"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"``"	"god"	":"	"create"	":_``"	"``_god"	"god_create"	"word_:_``"	":_``_god"	"``_god_create"	"god_create_man"	"NN"	"ε"	"ε"	"RB"	"NN"	"VB"	"NN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"biblical"	"symbol"	"for"	"this"	"affirmation"	"express"	"in"	"the"	"word"	"so"	"god"	"create"	"man"	"in"	"his"	"own"	"image"	"in"	"the"	"similitude"	"of"	"god"	"he"	"create"	"him"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"''"	"often"	"protestantism"	"observe"	"protestantism_''"	"''_often"	"often_observe"	"culture_protestantism_''"	"protestantism_''_often"	"''_often_observe"	"often_observe_to"	"NN"	"NN"	"ε"	"RB"	"RB"	"VB"	"TO"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"the"	"same"	"thing"	"is"	"also"	"evidence"	"the"	"extreme"	"culture"	"protestantism"	"so"	"often"	"observe"	"to"	"characterize"	"the"	"preaching"	"and"	"teaching"	"of"	"the"	"american"	"church"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
"4:02:02::"	"sphere"	"popularly"	"religious"	"discuss"	"religious_sphere"	"sphere_popularly"	"popularly_discuss"	"the_religious_sphere"	"religious_sphere_popularly"	"sphere_popularly_discuss"	"popularly_discuss_as"	"DT"	"JJ"	"NN"	"RB"	"RB"	"VB"	"IN"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"now"	"again"	"in"	"in"	"england"	"there"	"be"	"nothing"	"in"	"the"	"religious"	"sphere"	"so"	"popularly"	"discuss"	"as"	"christian"	"unity"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	
